user_id,engagement_score,price_sensitivity,baseline_index,treatment_index,oracle_p0,oracle_p1,oracle_tau,oracle_churn_score
1,0.12794872113393596,0.6426843727101487,0.09516428872019334,-0.9701626979014999,0.5237731336168467,0.2942153025006111,-0.22955783111623562,0.47622686638315326
2,-1.5284734588258844,-0.747269903717206,-1.6469597381758694,-0.9377544316717508,0.16152027312195869,0.07012869310411798,-0.0913915800178407,0.8384797268780413
3,-0.594467980004639,0.3418535186271984,-0.5730183284155517,-1.1087139513154547,0.3605406534292315,0.15686622272774586,-0.2036744307014856,0.6394593465707685
4,0.06633037374591885,0.7411660721358746,0.07541412063749742,-1.0440508865695697,0.5188445997811515,0.27515230704869503,-0.24369229273245646,0.4811554002188485
5,-1.2354948732406434,1.4536570695371553,-0.7522987777313681,-1.921026484064835,0.32032061511409565,0.06456584142574433,-0.2557547736883513,0.6796793848859044
6,-0.6213686084626827,-1.4370297295437924,-1.128203805633284,-0.23003257861317683,0.24449273452149073,0.20452708556658392,-0.03996564895490681,0.7555072654785093
7,-0.8889477990610924,-0.8422895768840952,-1.1638451123141025,-0.6344343311823893,0.23796931043070485,0.1420606361979643,-0.09590867423274055,0.7620306895692952
8,0.4989098555426746,0.12253573606349388,0.2358886052531879,-0.561703925814677,0.5587002132851449,0.4192591671226041,-0.13944104616254077,0.44129978671485515
9,-0.7868971019808905,-0.4120064051677581,-0.95311960313504,-0.8087556382084771,0.2782578775558217,0.14655563459647933,-0.13170224295934238,0.7217421224441782
10,0.1187435637649138,0.00593919155993333,-0.10322339152008897,-0.6554721702740011,0.4742170413215468,0.3189295408363468,-0.15528750048520001,0.5257829586784533
11,-0.7568631355331094,0.4552853617841653,-0.6689048998912379,-1.2303879351053264,0.33874209538368844,0.13018853241922473,-0.2085535629644637,0.6612579046163116
12,0.4933669087719109,0.30976388004336763,0.287622691030539,-0.6575351765129194,0.571414028978018,0.4085621683292692,-0.16285186064874874,0.42858597102198204
13,-0.8394043132262593,-0.15667993889035717,-0.9185274322481147,-0.9574217558453251,0.2852580351181126,0.13285485140253456,-0.15240318371557804,0.7147419648818873
14,-1.015021854128405,-0.6248739110833945,-1.1994796566277424,-0.7935717861096647,0.23156779562767246,0.11993440852553176,-0.1116333871021407,0.7684322043723275
15,-0.3425196849798117,0.5716224476463151,-0.3025290136899549,-1.122819097815082,0.4249393614722982,0.19382453731088767,-0.23111482416141055,0.5750606385277017
16,1.8844640083635815,-0.2019182080244579,1.246995744283528,0.15474470735766166,0.7767793769154248,0.8024599267006604,0.025680549785235596,0.22322062308457524
17,-0.27091290938152773,-0.05266771252497381,-0.43253064126271434,-0.7820313074901242,0.39352219998814614,0.228894862185127,-0.16462733780301914,0.6064778000118538
18,-1.4517193384998506,-1.1129101672458306,-1.6952485209736297,-0.7242326517770249,0.15508685490834667,0.08169917172682553,-0.07338768318152114,0.8449131450916534
19,-1.0801589611128464,1.8121639221226056,-0.5204779922534954,-2.038145545506441,0.372740469905881,0.0718492802689937,-0.3008911896368873,0.627259530094119
20,2.565076562714212,2.785728044421409,2.687779663497792,-1.0668333971250197,0.9363016871486594,0.8349255901662882,-0.10137609698237116,0.06369831285134064
21,-0.2202227550513212,0.11440679901360103,-0.3418561643369767,-0.8452925015273289,0.41535866313390163,0.23376928242134598,-0.18158938071255565,0.5846413368660983
