user_id,engagement_score,price_sensitivity,baseline_index,treatment_index,oracle_p0,oracle_p1,oracle_tau,oracle_churn_score
1,0.12794872113393596,0.6426843727101487,0.09516428872019334,0.5079591608335869,0.5237731336168467,0.6463705767214126,0.12259744310456588,0.47622686638315326
2,-1.5284734588258844,-0.747269903717206,-1.6469597381758694,-1.399807084058458,0.16152027312195869,0.04535726441935173,-0.11616300870260696,0.8384797268780413
3,-0.594467980004639,0.3418535186271984,-0.5730183284155517,-0.23246512641601552,0.3605406534292315,0.30885377827100347,-0.05168687515822801,0.6394593465707685
4,0.06633037374591885,0.7411660721358746,0.07541412063749742,0.48204715801208936,0.5188445997811515,0.6358649259047935,0.117020326123642,0.4811554002188485
5,-1.2354948732406434,1.4536570695371553,-0.7522987777313681,-0.4758482650554325,0.32032061511409565,0.22650590111810212,-0.09381471399599353,0.6796793848859044
6,-0.6213686084626827,-1.4370297295437924,-1.128203805633284,-0.7903406664795523,0.24449273452149073,0.12802396451583375,-0.11646877000565697,0.7555072654785093
7,-0.8889477990610924,-0.8422895768840952,-1.1638451123141025,-0.8527398922202118,0.23796931043070485,0.117472570665612,-0.12049673976509286,0.7620306895692952
8,0.4989098555426746,0.12253573606349388,0.2358886052531879,0.6857795908074553,0.5587002132851449,0.7153818901763507,0.15668167689120582,0.44129978671485515
9,-0.7868971019808905,-0.4120064051677581,-0.95311960313504,-0.6318093133331288,0.2782578775558217,0.1700985595095961,-0.10815931804622561,0.7217421224441782
10,0.1187435637649138,0.00593919155993333,-0.10322339152008897,0.3086509648564024,0.4742170413215468,0.5511770451013623,0.07696000377981554,0.5257829586784533
11,-0.7568631355331094,0.4552853617841653,-0.6689048998912379,-0.34459121344454885,0.33874209538368844,0.26629621338408893,-0.0724458819995995,0.6612579046163116
12,0.4933669087719109,0.30976388004336763,0.287622691030539,0.7369593819077302,0.571414028978018,0.7358641702487928,0.16445014127077484,0.42858597102198204
13,-0.8394043132262593,-0.15667993889035717,-0.9185274322481147,-0.6024678635707406,0.2852580351181126,0.17931500379451012,-0.10594303132360247,0.7147419648818873
14,-1.015021854128405,-0.6248739110833945,-1.1994796566277424,-0.9009818420405831,0.23156779562767246,0.10905197406005654,-0.12251582156761592,0.7684322043723275
15,-0.3425196849798117,0.5716224476463151,-0.3025290136899549,0.06321901781206399,0.4249393614722982,0.44045639840156925,0.015517036929271033,0.5750606385277017
16,1.8844640083635815,-0.2019182080244579,1.246995744283528,1.835442145119886,0.7767793769154248,0.9561624843731104,0.1793831074576856,0.22322062308457524
17,-0.27091290938152773,-0.05266771252497381,-0.43253064126271434,-0.05962193220086709,0.39352219998814614,0.3793866076222444,-0.014135592365901728,0.6064778000118538
18,-1.4517193384998506,-1.1129101672458306,-1.6952485209736297,-1.4404204548236148,0.15508685490834667,0.04165968896696427,-0.1134271659413824,0.8449131450916534
19,-1.0801589611128464,1.8121639221226056,-0.5204779922534954,-0.22849388836478007,0.372740469905881,0.32104536414743157,-0.05169510575844943,0.627259530094119
20,2.565076562714212,2.785728044421409,2.687779663497792,3.344287319769214,0.9363016871486594,0.9976052217319683,0.06130353458330895,0.06369831285134064
21,-0.2202227550513212,0.11440679901360103,-0.3418561643369767,0.03612156015789125,0.41535866313390163,0.4241562135723598,0.008797550438458146,0.5846413368660983
22,-0.08940039204866253,-0.34244211329497776,-0.37425294762742334,0.01680701316771041,0.40751376060397865,0.4115779734858537,0.004064212881875029,0.5924862393960213
23,0.27634147214148064,-0.18586263742737194,-0.03468561351502708,0.39294853369912097,0.49132946589117626,0.5886198710761019,0.09729040518492565,0.5086705341088238
24,1.6122611859606084,-1.2173156020198321,0.7246142681625372,1.285840386758598,0.6736222999470629,0.8818903871486442,0.2082680872015813,0.3263777000529371
25,0.7159647567147126,-1.489873563004423,-0.07419026352955682,0.3974062121419145,0.48146093688947894,0.5801078029082227,0.09864686601874378,0.5185390631105211
26,0.6586322628797188,0.003996572365013112,0.3281047820132789,0.7939680083012508,0.5812981697843296,0.7543729953216113,0.1730748255372817,0.4187018302156704
27,0.21074116345860044,1.2829253654613648,0.35347054040528975,0.7745446567511498,0.587458922164428,0.755472424789169,0.16801350262474102,0.41254107783557203
28,-0.5644434977129369,0.9396899974313389,-0.3696477989409479,-0.02609214871224158,0.4086261285006087,0.4023362921772203,-0.00628983632338842,0.5913738714993912
29,0.14018591227277455,0.4282761111166343,0.040631563153209926,0.4546501543804874,0.5101564935269024,0.6213498783259577,0.11119338479905527,0.4898435064730976
30,-0.3384479124006116,-0.6156168150921789,-0.6554433744481429,-0.2892881656882041,0.34176393584191217,0.2799455850825821,-0.061818350759330065,0.6582360641580878
31,-1.4048275589167518,-0.3693006143367098,-1.4346522314344143,-1.1751349873260895,0.1923748474740498,0.06851118162304261,-0.12386366585100718,0.8076251525259502
32,-2.486642176950218,0.4081899947438345,-2.066856743137024,-1.9155209608320456,0.11236015060175314,0.01830012573610947,-0.09406002486564367,0.8876398493982469
33,1.2735434690626177,-0.5318953933528097,0.6592661572442513,1.1866205041505131,0.6590955215947472,0.863643426170561,0.20454790457581384,0.34090447840525284
34,1.0797478580381665,0.5790477468556506,0.8375126104872284,1.345487396291045,0.6979410845491582,0.8987124846178368,0.20077140006867866,0.30205891545084185
35,0.6484023552050495,-0.14116183895792703,0.2763733324766615,0.7412135679971665,0.5686568747409567,0.7345022904888787,0.165845415747922,0.4313431252590433
36,0.5564201421888277,1.4713933722273926,0.68655412541928,1.1421961396381628,0.6651999369100736,0.8616127805169603,0.1964128436068867,0.3348000630899264
37,0.23353755096549764,2.674063241025439,0.7890490130800298,1.2124027681765794,0.6876270987847549,0.8809494214498177,0.19332232266506277,0.3123729012152451
38,-1.0788453833102853,0.2394185302932403,-0.9912507475602563,-0.6991352858912847,0.2706651023870591,0.15572507971540694,-0.11494002267165215,0.7293348976129409
39,-1.1819610279578567,-2.033323406584394,-1.7555658443416036,-1.4737619471373893,0.14734655670258137,0.03807686041772497,-0.1092696962848564,0.8526534432974187
40,-0.7032400769369302,-1.3095825113595199,-1.1554668149574001,-0.8257908226510933,0.2394919640667333,0.1211848368312495,-0.11830712723548378,0.7605080359332668
41,-0.6385158857298203,-0.8657644682524822,-0.9705420490596008,-0.6343936376325829,0.27477247351974216,0.16729291457613604,-0.10747955894360611,0.7252275264802579
42,-0.8420699390091159,0.9626758120975749,-0.5848532075780203,-0.26906020147893184,0.3578166368724401,0.298612575554247,-0.05920406131819311,0.64218336312756
43,-1.3381745667833962,-0.43925504350570443,-1.4023161664784283,-1.1361336231567678,0.1974488280300697,0.07320628117101251,-0.12424254685905718,0.8025511719699303
44,0.5797065717801413,1.399955714852726,0.6837519718799308,1.141722629057945,0.6645755835367839,0.8612217399382849,0.19664615640150096,0.3354244164632161
45,0.536414447978829,0.8141066721969358,0.4733635600421439,0.9270050048400267,0.6161795563432597,0.8022423677253872,0.18606281138212744,0.3838204436567403
46,1.543034435109645,-0.001424862625425703,1.0340000893000885,1.5883035328110529,0.7376906613128225,0.9322832816711686,0.19459262035834612,0.26230933868717754
47,1.6743322236042273,1.266408243272439,1.5193882518651136,2.086821474225536,0.8204483799056989,0.9735633019710315,0.15311492206533261,0.17955162009430115
48,-0.6392897610926123,-0.7550425955325347,-0.9379445875338501,-0.6018735636431114,0.28131571323565646,0.1765617118014525,-0.10475400143420396,0.7186842867643435
49,0.5486649659266862,-1.8659499379715139,-0.3208530086501052,0.13401348794256346,0.4204678771846186,0.4534255300981535,0.03295765291353492,0.5795321228153814
50,-0.083121468712651,0.4737651465531875,-0.12436763100416455,0.26732022212457035,0.46894810603474063,0.5356774114866496,0.06672930545190897,0.5310518939652593
51,0.3090637356632559,-1.6037726436059292,-0.433880804551174,-0.0029744309848483974,0.39320001303919483,0.3924905582533621,-0.0007094547858327305,0.6067999869608052
52,2.0104347974966763,1.6929041900239181,1.9162190950045164,2.5172625747541844,0.8717162201144302,0.9882662364230648,0.1165500163086346,0.12828377988556983
53,1.6747104785853382,-0.10585677200498309,1.1080113512667757,1.6754823991253094,0.751758179982856,0.9417773125409789,0.19001913255812286,0.248241820017144
54,0.5031934430683761,2.535675148043176,0.9632572988676535,1.4135766431744912,0.7237734964157946,0.9150436319773219,0.19127013556152728,0.2762265035842054
55,1.0272592305832868,1.4798702136810074,1.0657684485709318,1.5684943716292603,0.7437913591845009,0.9330343877802423,0.18924302859574138,0.2562086408154991
56,0.6351944553468893,1.5484984348647868,0.7727050947369476,1.2362245402716365,0.6841057693373273,0.8817314489496629,0.19762567961233568,0.31589423066267275
57,-0.17178343308673452,-1.0437710064942258,-0.6505580484176554,-0.26773639172632874,0.34286379341181494,0.2853055412969515,-0.05755825211486343,0.6571362065881851
58,-0.22107202243892488,-0.9809111537244289,-0.6711309640684686,-0.29323816631236105,0.33824364529580536,0.27600427551229206,-0.0622393697835133,0.6617563547041947
59,-0.7294644122236216,-1.478332560139193,-1.227071297820655,-0.9000177390430173,0.2266944281364514,0.10649165615092172,-0.12020277198552969,0.7733055718635486
60,1.5211573386554722,0.1867961403399513,1.072964713026363,1.6250804468919102,0.7451603133013334,0.9369111947080064,0.19175088140667307,0.25483968669866663
61,-0.9410378255016445,1.6952176598915216,-0.4442649624338592,-0.13836874498402368,0.3907251846289371,0.3583268030426329,-0.03239838158630415,0.609274815371063
62,-0.436677924575499,0.0948088493182542,-0.520899684864923,-0.16456747732247284,0.37264188135196274,0.33504218301624566,-0.03759969833571708,0.6273581186480373
63,-0.2014647793696997,-0.4943094343689588,-0.5094646538064473,-0.12961113174341737,0.3753190315590704,0.3454554892032621,-0.029863542355808348,0.6246809684409296
64,-0.8675769056081574,-0.12975812760111857,-0.9329889627668615,-0.6197466533276772,0.28231871240453915,0.17469151133451544,-0.10762720107002371,0.7176812875954608
65,1.5534883196234892,-0.5907647602731321,0.8655612276168521,1.4209100595792008,0.7038212431506067,0.9077503818385197,0.20392913868791307,0.2961787568493933
66,0.5350944117696319,0.29911610508733205,0.3178103609419051,0.7713198021188683,0.5787905278409222,0.7482178902540523,0.16942736241313006,0.4212094721590778
67,-2.253874323651095,-0.79598930397744,-2.241896250114108,-2.0672836824792173,0.09605077359074461,0.013266212005798993,-0.08278456158494563,0.9039492264092553
68,-1.005766699696624,0.9585964947301144,-0.717034411338265,-0.4176110813079272,0.3280463597465173,0.24330481093165265,-0.08474154881486465,0.6719536402534827
69,0.8718769255047092,-0.5532525969231447,0.33152576132682404,0.8187134538772949,0.5821305716991131,0.7595546078705994,0.17742403617148628,0.4178694283008869
70,-0.5338648457932095,0.8211869655146659,-0.38073578698016786,-0.03412227155948877,0.40594944645763603,0.3977478239129112,-0.00820162254472484,0.5940505535423639
71,0.16490347381003745,-0.5815760163121686,-0.24255002584562063,0.17394032153538314,0.4396580329645983,0.48285429921249473,0.04319626624789641,0.5603419670354017
72,0.25394558107419973,-0.10970164308275163,-0.029754028065465704,0.3956405300419543,0.4925620417122648,0.5904646396034278,0.09790259789116296,0.5074379582877352
73,0.1636084248197082,0.9785041049922787,0.22443797135345017,0.640798813835421,0.5558751424149628,0.7037536064154624,0.14787846400049953,0.44412485758503717
74,-0.666128985205458,-1.0416556001611064,-1.0453998682126984,-0.7120127667332443,0.26010943030565814,0.14711468522972046,-0.11299474507593768,0.7398905696943419
75,-0.03065693286656015,0.7554298202033907,0.0021033997677690486,0.39903770648111303,0.5005258497480662,0.5989617922501612,0.09843594250209498,0.49947415025193376
76,0.10215453622006022,-0.8550076364652022,-0.37477866196351245,0.035436791658493616,0.40738683499924344,0.4159693534887096,0.008582518489466173,0.5926131650007566
77,-0.8372828634622768,-1.6771237139283524,-1.372963404948327,-1.056691691294555,0.20214148568869922,0.08093912020088866,-0.12120236548781056,0.7978585143113008
78,0.34224120338335556,0.7344825989075097,0.29413774237893736,0.728361862717273,0.573008817648747,0.735459206181478,0.16245038853273097,0.426991182351253
79,0.10687292940464099,-0.8023184334522536,-0.3551971865119633,0.05549010642850083,0.41212268681929404,0.42562909145755445,0.013506404638260416,0.587877313180706
80,0.3261383446353866,0.6607389479229043,0.25913236008518054,0.6917461945487193,0.5644229947453944,0.721291828129023,0.15686883338362867,0.43557700525460563
