user_id,engagement_score,price_sensitivity,baseline_index,treatment_index,oracle_p0,oracle_p1,oracle_tau,oracle_churn_score
1,0.12794872113393596,0.6426843727101487,0.09516428872019334,0.30483571127980663,0.5237731336168467,0.598687660112452,0.07491452649560526,0.47622686638315326
2,-1.5284734588258844,-0.747269903717206,-1.6469597381758694,2.0469597381758695,0.16152027312195869,0.5986876601124521,0.4371673869904934,0.8384797268780413
3,-0.594467980004639,0.3418535186271984,-0.5730183284155517,0.9730183284155517,0.3605406534292315,0.598687660112452,0.23814700668322053,0.6394593465707685
4,0.06633037374591885,0.7411660721358746,0.07541412063749742,0.32458587936250255,0.5188445997811515,0.598687660112452,0.07984306033130051,0.4811554002188485
5,-1.2354948732406434,1.4536570695371553,-0.7522987777313681,1.1522987777313682,0.32032061511409565,0.5986876601124521,0.27836704499835646,0.6796793848859044
6,-0.6213686084626827,-1.4370297295437924,-1.128203805633284,1.5282038056332838,0.24449273452149073,0.598687660112452,0.3541949255909613,0.7555072654785093
7,-0.8889477990610924,-0.8422895768840952,-1.1638451123141025,1.5638451123141026,0.23796931043070485,0.5986876601124521,0.36071834968174726,0.7620306895692952
8,0.4989098555426746,0.12253573606349388,0.2358886052531879,0.16411139474681208,0.5587002132851449,0.598687660112452,0.03998744682730715,0.44129978671485515
9,-0.7868971019808905,-0.4120064051677581,-0.95311960313504,1.3531196031350399,0.2782578775558217,0.598687660112452,0.3204297825566303,0.7217421224441782
10,0.1187435637649138,0.00593919155993333,-0.10322339152008897,0.503223391520089,0.4742170413215468,0.598687660112452,0.12447061879090521,0.5257829586784533
11,-0.7568631355331094,0.4552853617841653,-0.6689048998912379,1.0689048998912378,0.33874209538368844,0.598687660112452,0.25994556472876357,0.6612579046163116
12,0.4933669087719109,0.30976388004336763,0.287622691030539,0.11237730896946097,0.571414028978018,0.598687660112452,0.02727363113443404,0.42858597102198204
13,-0.8394043132262593,-0.15667993889035717,-0.9185274322481147,1.3185274322481146,0.2852580351181126,0.598687660112452,0.3134296249943394,0.7147419648818873
14,-1.015021854128405,-0.6248739110833945,-1.1994796566277424,1.5994796566277425,0.23156779562767246,0.5986876601124521,0.3671198644847796,0.7684322043723275
15,-0.3425196849798117,0.5716224476463151,-0.3025290136899549,0.7025290136899548,0.4249393614722982,0.598687660112452,0.1737482986401538,0.5750606385277017
16,1.8844640083635815,-0.2019182080244579,1.246995744283528,-0.846995744283528,0.7767793769154248,0.598687660112452,-0.17809171680297275,0.22322062308457524
17,-0.27091290938152773,-0.05266771252497381,-0.43253064126271434,0.8325306412627143,0.39352219998814614,0.598687660112452,0.20516546012430587,0.6064778000118538
18,-1.4517193384998506,-1.1129101672458306,-1.6952485209736297,2.09524852097363,0.15508685490834667,0.5986876601124521,0.44360080520410544,0.8449131450916534
19,-1.0801589611128464,1.8121639221226056,-0.5204779922534954,0.9204779922534955,0.372740469905881,0.598687660112452,0.225947190206571,0.627259530094119
20,2.565076562714212,2.785728044421409,2.687779663497792,-2.2877796634977923,0.9363016871486594,0.598687660112452,-0.33761402703620735,0.06369831285134064
21,-0.2202227550513212,0.11440679901360103,-0.3418561643369767,0.7418561643369767,0.41535866313390163,0.598687660112452,0.18332899697855037,0.5846413368660983
22,-0.08940039204866253,-0.34244211329497776,-0.37425294762742334,0.7742529476274234,0.40751376060397865,0.598687660112452,0.19117389950847336,0.5924862393960213
23,0.27634147214148064,-0.18586263742737194,-0.03468561351502708,0.43468561351502705,0.49132946589117626,0.598687660112452,0.10735819422127574,0.5086705341088238
24,1.6122611859606084,-1.2173156020198321,0.7246142681625372,-0.32461426816253713,0.6736222999470629,0.598687660112452,-0.0749346398346109,0.3263777000529371
25,0.7159647567147126,-1.489873563004423,-0.07419026352955682,0.4741902635295568,0.48146093688947894,0.598687660112452,0.11722672322297306,0.5185390631105211
26,0.6586322628797188,0.003996572365013112,0.3281047820132789,0.07189521798672105,0.5812981697843296,0.598687660112452,0.017389490328122426,0.4187018302156704
27,0.21074116345860044,1.2829253654613648,0.35347054040528975,0.04652945959471022,0.587458922164428,0.598687660112452,0.011228737948024037,0.41254107783557203
28,-0.5644434977129369,0.9396899974313389,-0.3696477989409479,0.7696477989409478,0.4086261285006087,0.598687660112452,0.1900615316118433,0.5913738714993912
29,0.14018591227277455,0.4282761111166343,0.040631563153209926,0.35936843684679004,0.5101564935269024,0.598687660112452,0.0885311665855496,0.4898435064730976
30,-0.3384479124006116,-0.6156168150921789,-0.6554433744481429,1.055443374448143,0.34176393584191217,0.5986876601124521,0.25692372427053994,0.6582360641580878
